,genes,gene_assoc_w_other_rxns?
EAR100x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
EAR120x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
EAR140x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
EAR160x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
EAR180x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
EAR181x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
EAR40x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
EAR60x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
EAR80x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x7fe898099630>}),no
ECA4COLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
ECOAH11p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
ECOAH4p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
ECOAH5p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
ECOAH6p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
ECOAH7p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
ECOAH8p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
EHGLATp,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x7fe898094f60>}),no
EMGH,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
ENLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
ENLIPIDAt1ex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
ENOf,frozenset({<Gene TGGT1_268850-t26_1-p1 at 0x7fe8980bd940>}),no
FA100ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FA120ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FA140ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FA140COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FA141COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FA160ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FA160COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FA160COAabcp_1,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FA161ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FA161COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FA180ACPHi,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FA180COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FA1819ZACPH,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FA181ACPHi,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FA181COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FA182COAabcp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FA80ACPHi_1,frozenset({<Gene TGGT1_271892-t26_1-p1 at 0x7fe8980b6358>}),no
FACOAL100p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>}),no
FACOAL100t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL120p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>}),no
FACOAL120t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL140p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>}),no
FACOAL140t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL141p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>}),no
FACOAL141t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL160p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>}),no
FACOAL160t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL161p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>}),no
FACOAL161t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL180t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL181t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL60t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FACOAL80p,frozenset({<Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>}),no
FACOAL80t2pp,"frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>, <Gene TGGT1_297220-t26_1-p1 at 0x7fe8980949b0>, <Gene TGGT1_247760-t26_1-p1 at 0x7fe8980992e8>, <Gene TGGT1_243800-t26_1-p1 at 0x7fe8980a7b70>})",yes
FAO141p_even,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>, <Gene TGGT1_226300-t26_1-p1 at 0x7fe898094b70>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>})",yes
FAO141p_odd,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>})",yes
FAO161p_even,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>, <Gene TGGT1_226300-t26_1-p1 at 0x7fe898094b70>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>})",yes
FAO161p_odd,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>})",yes
FAO181p_even,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>, <Gene TGGT1_226300-t26_1-p1 at 0x7fe898094b70>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>})",yes
FAO181p_odd,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>})",yes
FAO182p_eveneven,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>, <Gene TGGT1_226300-t26_1-p1 at 0x7fe898094b70>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>})",yes
FAO182p_evenodd,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>, <Gene TGGT1_226300-t26_1-p1 at 0x7fe898094b70>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>})",yes
FAO182p_oddodd,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>})",yes
FAO240p,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>})",yes
FAO80p,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>})",yes
FBA3hi,frozenset({<Gene TGGT1_236050-t26_1-p1 at 0x7fe898053e48>}),no
FBAf,frozenset({<Gene TGGT1_236050-t26_1-p1 at 0x7fe898053e48>}),no
FBAh,frozenset({<Gene TGGT1_236050-t26_1-p1 at 0x7fe898053e48>}),no
FE2t2pp,frozenset({<Gene TGGT1_267270-t26_1-p1 at 0x7fe898053080>}),no
FE3DCITabcpp,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
FE3abch,frozenset({<Gene TGGT1_297925-t26_1-p1 at 0x7fe898053e10>}),no
FE3abcpp,frozenset({<Gene TGGT1_244270-t26_1-p1 at 0x7fe8980a1e80>}),no
FEENTER2tpp,"frozenset({<Gene TGGT1_260310-t26_1-p1 at 0x7fe8980a1b38>, <Gene TGGT1_239020-t26_1-p1 at 0x7fe8980a1b70>})",yes
FEex,"frozenset({<Gene TGGT1_273360-t26_1-p1 at 0x7fe8980a1b00>, <Gene TGGT1_244270-t26_1-p1 at 0x7fe8980a1e80>, <Gene TGGT1_269000-t26_1-p1 at 0x7fe8980a1ac8>, <Gene TGGT1_320460-t26_1-p1 at 0x7fe8980ad4e0>})",yes
FEpp,"frozenset({<Gene TGGT1_273360-t26_1-p1 at 0x7fe8980a1b00>, <Gene TGGT1_244270-t26_1-p1 at 0x7fe8980a1e80>, <Gene TGGT1_269000-t26_1-p1 at 0x7fe8980a1ac8>, <Gene TGGT1_320460-t26_1-p1 at 0x7fe8980ad4e0>})",yes
FNORh,"frozenset({<Gene TGGT1_298990-t26_1-p1 at 0x7fe898061278>, <Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>})",yes
FPGPL,frozenset({<Gene TGGT1_236050-t26_1-p1 at 0x7fe898053e48>}),no
FPPSh,frozenset({<Gene TGGT1_224490-t26_1-p1 at 0x7fe898053048>}),no
FRUt3,frozenset({<Gene TGGT1_272500-t26_1-p1 at 0x7fe8980adcc0>}),no
G1P_pi_th,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x7fe8980b6128>}),no
G3PAT160h,frozenset({<Gene TGGT1_270910-t26_1-p1 at 0x7fe8980cb470>}),no
G3PAT180h,frozenset({<Gene TGGT1_270910-t26_1-p1 at 0x7fe8980cb470>}),no
G3PAT1819Zh,frozenset({<Gene TGGT1_270910-t26_1-p1 at 0x7fe8980cb470>}),no
G3PAT181h,frozenset({<Gene TGGT1_270910-t26_1-p1 at 0x7fe8980cb470>}),no
G3PCabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
G3PD1,"frozenset({<Gene TGGT1_263730-t26_1-p1 at 0x7fe8980b6f28>, <Gene TGGT1_210260-t26_1-p1 at 0x7fe8980bda58>, <Gene TGGT1_307570-t26_1-p1 at 0x7fe8980bd9e8>})",yes
G3PD2_1,frozenset({<Gene TGGT1_307570-t26_1-p1 at 0x7fe8980bd9e8>}),no
G3PEabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
G3PGabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
G3PIabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
G3PO,frozenset({<Gene TGGT1_263730-t26_1-p1 at 0x7fe8980b6f28>}),no
G3PSabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
G3P_pi_thr,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x7fe8980b6128>}),no
G5DHx,frozenset({<Gene TGGT1_270550-t26_1-p1 at 0x7fe8980c4860>}),no
G6PADHh,frozenset({<Gene TGGT1_278830-t26_1-p1 at 0x7fe8980cb7b8>}),no
G6PA_pi_th,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x7fe8980b6128>}),no
G6PBDHh,frozenset({<Gene TGGT1_278830-t26_1-p1 at 0x7fe8980cb7b8>}),no
G6PB_pi_th,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x7fe8980b6128>}),no
G6PIh,frozenset({<Gene TGGT1_283780-t26_1-p1 at 0x7fe8980b6860>}),no
GALt2pp,"frozenset({<Gene TGGT1_257120-t26_1-p1 at 0x7fe898053198>, <Gene TGGT1_214320-t26_1-p1 at 0x7fe8980c4f60>})",yes
GCPNn,"frozenset({<Gene TGGT1_272650-t26_1-p1 at 0x7fe8980cba90>, <Gene TGGT1_266920-t26_1-p1 at 0x7fe8980cba20>, <Gene TGGT1_318675-t26_1-p1 at 0x7fe8980cbac8>})",yes
GGGH,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
GLCt2pp,"frozenset({<Gene TGGT1_257120-t26_1-p1 at 0x7fe898053198>, <Gene TGGT1_272500-t26_1-p1 at 0x7fe8980adcc0>, <Gene TGGT1_214320-t26_1-p1 at 0x7fe8980c4f60>})",yes
GLNTRAT,frozenset({<Gene TGGT1_233838-t26_1-p1 at 0x7fe8980c4dd8>}),no
GLNabcpp,frozenset({<Gene TGGT1_226790-t26_1-p1 at 0x7fe8980bda90>}),no
GLNt7,frozenset({<Gene TGGT1_227570-t26_1-p1 at 0x7fe8980ad5f8>}),no
GLUKAh,frozenset({<Gene TGGT1_265450-t26_1-p1 at 0x7fe8980b6898>}),no
GLUKBh,frozenset({<Gene TGGT1_265450-t26_1-p1 at 0x7fe8980b6898>}),no
GLUS_ferr,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
GLUTRS_Gln,frozenset({<Gene TGGT1_241870-t26_1-p1 at 0x7fe898094f98>}),no
GLYC2Pabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
GLYC3Pabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
GLYC3Pth,frozenset({<Gene TGGT1_278800-t26_1-p1 at 0x7fe8980cb278>}),no
GLYCth,frozenset({<Gene TGGT1_252340-t26_1-p1 at 0x7fe8980a7be0>}),no
GM1LIPAabcpp,frozenset({<Gene TGGT1_269000-t26_1-p1 at 0x7fe8980a1ac8>}),no
GM2LIPAabcpp,frozenset({<Gene TGGT1_269000-t26_1-p1 at 0x7fe8980a1ac8>}),no
GRGT,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
GTHRDabc2pp,"frozenset({<Gene TGGT1_305590-t26_1-p1 at 0x7fe8980cbf98>, <Gene TGGT1_290580-t26_1-p1 at 0x7fe8980a7b38>, <Gene TGGT1_288920-t26_1-p1 at 0x7fe8980cbef0>})",yes
GTHRDabcv,frozenset({<Gene TGGT1_320460-t26_1-p1 at 0x7fe8980ad4e0>}),no
GTHS_1,frozenset({<Gene TGGT1_226800-t26_1-p1 at 0x7fe8980b6470>}),no
GUACn,frozenset({<Gene TGGT1_254370-t26_1-p1 at 0x7fe8980b6cc0>}),no
HACD10p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
HACD4p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
HACD5p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
HACD6p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
HACD7p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
HACD8p,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
HACDp,frozenset({<Gene TGGT1_234570-t26_1-p1 at 0x7fe898094b38>}),no
HDS,frozenset({<Gene TGGT1_262430-t26_1-p1 at 0x7fe898053cc0>}),no
HEMELh,frozenset({<Gene TGGT1_314042-t26_1-p1 at 0x7fe8980b6be0>}),no
HYDAh,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
ICDHyp,frozenset({<Gene TGGT1_266760-t26_1-p1 at 0x7fe898053a20>}),no
IDPh,"frozenset({<Gene TGGT1_248670-t26_1-p1 at 0x7fe8980adb38>, <Gene TGGT1_283830-t26_1-p1 at 0x7fe8980cb7f0>})",yes
ILEt7,frozenset({<Gene TGGT1_227570-t26_1-p1 at 0x7fe8980ad5f8>}),no
ISETACabcpp,frozenset({<Gene TGGT1_247540-t26_1-p1 at 0x7fe8980990f0>}),no
K2L4Aabcpp,"frozenset({<Gene TGGT1_273360-t26_1-p1 at 0x7fe8980a1b00>, <Gene TGGT1_260310-t26_1-p1 at 0x7fe8980a1b38>, <Gene TGGT1_239020-t26_1-p1 at 0x7fe8980a1b70>, <Gene TGGT1_263740-t26_1-p1 at 0x7fe8980a1a90>, <Gene TGGT1_269000-t26_1-p1 at 0x7fe8980a1ac8>})",yes
K2L4Aabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
KAS14_1,frozenset({<Gene TGGT1_231890-t26_1-p1 at 0x7fe898094ba8>}),no
KATp,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>}),no
LEUt7,frozenset({<Gene TGGT1_227570-t26_1-p1 at 0x7fe8980ad5f8>}),no
LIPACabcpp,"frozenset({<Gene TGGT1_273360-t26_1-p1 at 0x7fe8980a1b00>, <Gene TGGT1_263740-t26_1-p1 at 0x7fe8980a1a90>, <Gene TGGT1_260310-t26_1-p1 at 0x7fe8980a1b38>, <Gene TGGT1_239020-t26_1-p1 at 0x7fe8980a1b70>})",yes
LIPAabcpp,"frozenset({<Gene TGGT1_273360-t26_1-p1 at 0x7fe8980a1b00>, <Gene TGGT1_260310-t26_1-p1 at 0x7fe8980a1b38>, <Gene TGGT1_239020-t26_1-p1 at 0x7fe8980a1b70>, <Gene TGGT1_263740-t26_1-p1 at 0x7fe8980a1a90>, <Gene TGGT1_269000-t26_1-p1 at 0x7fe8980a1ac8>})",yes
LIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
LLDH_ferr_x,frozenset({<Gene TGGT1_273530-t26_1-p1 at 0x7fe8980b6e10>}),no
LUMIRHODOPSINI,frozenset({<Gene TGGT1_254370-t26_1-p1 at 0x7fe8980b6cc0>}),no
MALTHXabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
MALTPTabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
MALTTRabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
MALTTTRabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
MALTabcpp,frozenset({<Gene TGGT1_216790-t26_1-p1 at 0x7fe8980996d8>}),no
MCOATA_1,frozenset({<Gene TGGT1_225990-t26_1-p1 at 0x7fe8980ad9b0>}),no
METARHODOPSINH,frozenset({<Gene TGGT1_254370-t26_1-p1 at 0x7fe8980b6cc0>}),no
METDabcpp,frozenset({<Gene TGGT1_316320-t26_1-p1 at 0x7fe8980a1240>}),no
METHFth,"frozenset({<Gene TGGT1_231420-t26_1-p1 at 0x7fe8980b6080>, <Gene TGGT1_205490-t26_1-p1 at 0x7fe8980b60b8>})",no
METabcpp,frozenset({<Gene TGGT1_316320-t26_1-p1 at 0x7fe8980a1240>}),no
MG2uabcpp,"frozenset({<Gene TGGT1_284598-t26_1-p1 at 0x7fe898053630>, <Gene TGGT1_284602-t26_1-p1 at 0x7fe8980cb048>, <Gene TGGT1_252640-t26_1-p1 at 0x7fe898053668>, <Gene TGGT1_312100-t26_1-p1 at 0x7fe8980536a0>, <Gene TGGT1_230420-t26_1-p1 at 0x7fe8980cb0f0>})",yes
MGDGD4DS1819Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGD4DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGD7DS1819Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGD7DS1829Z12Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1819Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1839Z12Z15Z160,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW6DS1819Z1627Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW6DS1829Z12Z160,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW6DS1829Z12Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW6DS1829Z12Z1619Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGDGW6DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
MGHA,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
MGHB,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
MI1345PKn,frozenset({<Gene TGGT1_208070-t26_1-p1 at 0x7fe8980a7dd8>}),no
MI1456PKn,frozenset({<Gene TGGT1_208070-t26_1-p1 at 0x7fe8980a7dd8>}),no
MI145P6Kn,frozenset({<Gene TGGT1_208070-t26_1-p1 at 0x7fe8980a7dd8>}),no
MI145PKn,frozenset({<Gene TGGT1_208070-t26_1-p1 at 0x7fe8980a7dd8>}),no
MLDEP1pp,frozenset({<Gene TGGT1_235680-t26_1-p1 at 0x7fe8980a1278>}),no
MLDEP2pp,frozenset({<Gene TGGT1_235680-t26_1-p1 at 0x7fe8980a1278>}),no
MLGH,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
MN2t3pp,frozenset({<Gene TGGT1_251630-t26_1-p1 at 0x7fe898099198>}),no
MNabc_1,frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>}),no
MNt2pp,frozenset({<Gene TGGT1_267270-t26_1-p1 at 0x7fe898053080>}),no
MOBDabcpp,"frozenset({<Gene TGGT1_244270-t26_1-p1 at 0x7fe8980a1e80>, <Gene TGGT1_316320-t26_1-p1 at 0x7fe8980a1240>, <Gene TGGT1_289350-t26_1-p1 at 0x7fe8980ad9e8>})",yes
MTGH,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
NA1Hth,frozenset({<Gene TGGT1_305180-t26_1-p1 at 0x7fe8980612b0>}),no
NADS1n,frozenset({<Gene TGGT1_269800-t26_1-p1 at 0x7fe8980ad128>}),no
