Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
Baya_062_0010	rna_Baya_062_0010-1	B. ayalai B08-376	Baya_062:245..1,348(+)	phosphoribosylpyrophosphate synthetase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
Baya_062_0460	rna_Baya_062_0460-1	B. ayalai B08-376	Baya_062:96,047..96,829(-)	Hypothetical protein, conserved (GO function: ATP synthesis coupled proton transport)	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
Baya_069_0080	rna_Baya_069_0080-1	B. ayalai B08-376	Baya_069:22,414..24,393(-)	GMP synthase, putative,glutamine amidotransferase, putative	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
Baya_073_0100	rna_Baya_073_0100-1	B. ayalai B08-376	Baya_073:32,623..33,393(-)	Dephospho-CoA kinase, putative	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
Baya_079_0010	rna_Baya_079_0010-1	B. ayalai B08-376	Baya_079:492..1,631(-)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
Baya_084_0250	rna_Baya_084_0250-1	B. ayalai B08-376	Baya_084:62,334..63,110(-)	hypothetical protein, conserved	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
Baya_097_0120	rna_Baya_097_0120-1	B. ayalai B08-376	Baya_097:22,230..24,077(+)	cytidine triphosphate synthase, putative,CTP synthase, putative	N/A	CTP synthase activity	IEA	N/A	
Baya_098_0140	rna_Baya_098_0140-1	B. ayalai B08-376	Baya_098:25,649..26,206(-)	ATP synthase, epsilon chain, putative	N/A	N/A	IEA	N/A	
Baya_121_0010	rna_Baya_121_0010-1	B. ayalai B08-376	Baya_121:150..410(+)	hypothetical protein, conserved	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
Baya_122_0060	rna_Baya_122_0060-1	B. ayalai B08-376	Baya_122:14,586..15,506(+)	ATP synthase F1 subunit gamma protein, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
Baya_127_0030	rna_Baya_127_0030-1	B. ayalai B08-376	Baya_127:5,994..6,938(-)	dihydroorotate dehydrogenase, putative (DHODH)	N/A	dihydroorotate dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors	IEA	N/A	
Baya_127_0050	rna_Baya_127_0050-1	B. ayalai B08-376	Baya_127:9,333..10,715(-)	orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase, putative,OMPDCase-OPRTase, putative	N/A	catalytic activity;orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity	IEA	N/A	
Baya_129_0060	rna_Baya_129_0060-1	B. ayalai B08-376	Baya_129:19,383..26,303(-)	guanylate+cyclase, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
Baya_133_0110	rna_Baya_133_0110-1	B. ayalai B08-376	Baya_133:20,582..22,117(+)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	N/A	
Baya_139_0010	rna_Baya_139_0010-1	B. ayalai B08-376	Baya_139:399..1,652(-)	phosphoglycerate kinase B, cytosolic	N/A	phosphoglycerate kinase activity	IEA	N/A	
Baya_145_0120	rna_Baya_145_0120-1	B. ayalai B08-376	Baya_145:21,512..25,528(-)	receptor-type adenylate cyclase a	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
Baya_149_0040	rna_Baya_149_0040-1	B. ayalai B08-376	Baya_149:9,245..10,828(-)	PAS-domain containing phosphoglycerate kinase, putative	N/A	phosphoglycerate kinase activity	IEA	N/A	
Baya_161_0040	rna_Baya_161_0040-1	B. ayalai B08-376	Baya_161:8,577..9,866(+)	Enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	N/A	
Baya_215_0010	rna_Baya_215_0010-1	B. ayalai B08-376	Baya_215:455..2,752(+)	ribose-phosphate pyrophosphokinase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
Baya_220_0090	rna_Baya_220_0090-1	B. ayalai B08-376	Baya_220:19,193..20,596(+)	kynureninase, putative	N/A	kynureninase activity;pyridoxal phosphate binding	IEA	N/A	
Baya_234_0030	rna_Baya_234_0030-1	B. ayalai B08-376	Baya_234:3,086..4,201(+)	fructose-1,6-bisphosphate aldolase	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
Baya_325_0020	rna_Baya_325_0020-1	B. ayalai B08-376	Baya_325:5,343..7,166(+)	Glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	N/A	
Bdiv_002550c	Bdiv_002550c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00007:63,908..65,794(-)	cytidine triphosphate synthetase, putative	N/A	CTP synthase activity	IEA	N/A	
Bdiv_002920	Bdiv_002920-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00007:122,460..124,026(+)	adenylosuccinate synthetase, putative	N/A	GTP binding;adenylosuccinate synthase activity	IEA	N/A	
Bdiv_004110	Bdiv_004110-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00007:367,820..372,047(+)	6-phosphofructokinase, putative	N/A	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	IEA	N/A	
Bdiv_005510	Bdiv_005510-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00007:654,952..656,918(+)	inosine-5'-monophosphate dehydrogenase, putative	N/A	IMP dehydrogenase activity;catalytic activity	IEA	N/A	
Bdiv_005950c	Bdiv_005950c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00007:757,259..760,621(-)	conserved hypothetical protein	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
Bdiv_006290c	Bdiv_006290c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00007:821,183..821,575(-)	conserved hypothetical protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
Bdiv_008390c	Bdiv_008390c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00025:220,460..227,830(-)	adenylate and guanylate cyclase catalytic domain containing protein	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
Bdiv_009660c	Bdiv_009660c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00025:521,169..523,297(-)	acetyl-CoA synthetase, putative	N/A	AMP binding;acetate-CoA ligase activity;catalytic activity	IEA	N/A	
Bdiv_013230	Bdiv_013230-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00035:215,565..216,672(+)	fructose-1,6-bisphosphate aldolase	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
Bdiv_017200	Bdiv_017200-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00035:1,038,822..1,040,933(+)	pyruvate kinase family protein	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	N/A	
Bdiv_020710c	Bdiv_020710c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00046:450,655..451,687(-)	ribose-phosphate pyrophosphokinase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
Bdiv_020720c	Bdiv_020720c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00046:452,326..453,647(-)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
Bdiv_021050c	Bdiv_021050c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00046:515,665..517,006(-)	hypothetical protein	N/A	ATP binding;pantothenate kinase activity	IEA	N/A	
Bdiv_021110	Bdiv_021110-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00046:532,564..533,211(+)	ATP synthase F1 delta subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
Bdiv_021840c	Bdiv_021840c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00046:676,982..678,568(-)	GMP synthase, putative	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
Bdiv_022340	Bdiv_022340-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00046:783,488..784,466(+)	dephospho-CoA kinase, putative	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
Bdiv_024970c	Bdiv_024970c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00046:1,347,514..1,348,829(-)	orotidine 5'-phosphate decarboxylase, putative	N/A	catalytic activity;orotidine-5'-phosphate decarboxylase activity	IEA	N/A	
Bdiv_027340	Bdiv_027340-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00064:128,315..129,862(+)	ATP synthase F1 beta chain, putative	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
Bdiv_027740c	Bdiv_027740c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00064:212,126..213,254(-)	ATP synthase F1 gamma subunit , putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
Bdiv_029940	Bdiv_029940-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00065:54,041..55,343(+)	ATP-NAD-dependent kinase, putative	N/A	NAD+ kinase activity	IEA	N/A	
Bdiv_030120c	Bdiv_030120c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00065:84,658..86,842(-)	glucose-6-phosphate isomerase protein	N/A	glucose-6-phosphate isomerase activity	IEA	N/A	
Bdiv_030660	Bdiv_030660-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00069:92,571..94,425(+)	dihydrofolate reductase/thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	N/A	
Bdiv_031160	Bdiv_031160-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00069:204,763..206,531(+)	Pantothenate kinase 1, related	N/A	ATP binding;pantothenate kinase activity	IEA	N/A	
Bdiv_033560c	Bdiv_033560c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00075:492,019..493,384(-)	enolase (2-phosphoglycerate dehydratase)	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	N/A	
Bdiv_033640c	Bdiv_033640c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00075:509,784..511,014(-)	phosphoglycerate mutase 1 family protein	N/A	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	IEA	N/A	
Bdiv_034500	Bdiv_034500-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00075:682,347..684,169(+)	pyruvate kinase, putative	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	N/A	
Bdiv_034980c	Bdiv_034980c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00075:790,253..791,194(-)	thymidylate kinase, putative	N/A	ATP binding;thymidylate kinase activity	IEA	N/A	
Bdiv_037300	Bdiv_037300-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00075:1,272,837..1,273,620(+)	ATP synthase, Delta/Epsilon chain, beta-sandwich domain containing protein	N/A	N/A	IEA	N/A	
Bdiv_038770	Bdiv_038770-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00075:1,562,878..1,564,813(+)	conserved hypothetical protein	N/A	proton transmembrane transporter activity	IEA	N/A	
Bdiv_039150c	Bdiv_039150c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00075:1,631,669..1,633,303(-)	ATP synthase F1, alpha subunit family protein	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
Bdiv_040590c	Bdiv_040590c-t42_1	B. divergens strain 1802A	Bdiv1802A_scaffold00075:1,957,682..1,959,317(-)	adenylosuccinate lyase, putative	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	N/A	
BmR1_04g05605	BmR1_04g05605-t32_1	B. microti strain RI	LN871599:306,440..309,563(+)	F-type H+-transporting ATPase subunit alpha	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
BmR1_04g05715	BmR1_04g05715-t32_1	B. microti strain RI	LN871599:338,121..338,854(-)	Probable nicotinate-nucleotide adenylyltransferase	N/A	catalytic activity;nucleotidyltransferase activity	IEA	2.7.7.18 (Nicotinate-nucleotide adenylyltransferase)	
BmR1_04g05965	BmR1_04g05965-t32_1	B. microti strain RI	LN871599:424,468..425,854(-)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	4.2.1.11 (Phosphopyruvate hydratase)	
BmR1_04g06010	BmR1_04g06010-t32_1	B. microti strain RI	LN871599:443,117..444,097(-)	phosphoglycerate mutase	N/A	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	IEA	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
BmR1_04g06405	BmR1_04g06405-t32_1	B. microti strain RI	LN871599:605,900..607,674(+)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
BmR1_04g07145	BmR1_04g07145-t32_1	B. microti strain RI	LN871599:884,495..886,520(-)	glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	5.3.1.9 (Glucose-6-phosphate isomerase)	
BmR1_04g07590	BmR1_04g07590-t32_1	B. microti strain RI	LN871599:1,029,652..1,031,327(+)	IMP dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
BmR1_04g07620	BmR1_04g07620-t32_1	B. microti strain RI	LN871599:1,037,985..1,041,056(-)	Adenylate cyclase type 10	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
BmR1_04g08832	BmR1_04g08832-t32_1	B. microti strain RI	LN871599:1,449,044..1,449,520(-)	F-type H+-transporting ATPase subunit delta	N/A	N/A	IEA	N/A	
C3747_103g83	C3747_103g83-t42_1	T. cruzi TCC	PRFC01000103:209,572..210,339(+)	ATP synthase OSCP delta subunit-like protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_104g116	C3747_104g116-t42_1	T. cruzi TCC	PRFC01000104:77,201..78,784(-)	PAS-domain containing phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
C3747_104g139	C3747_104g139-t42_1	T. cruzi TCC	PRFC01000104:39,003..39,539(-)	ATP synthase, epsilon chain	N/A	N/A	IEA	N/A	
C3747_114g48	C3747_114g48-t42_1	T. cruzi TCC	PRFC01000114:103,339..104,469(+)	glucokinase	N/A	ATP binding;glucokinase activity;glucose binding	IEA	2.7.1.2 (Glucokinase)	
C3747_121g121	C3747_121g121-t42_1	T. cruzi TCC	PRFC01000121:85,404..89,249(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_121g123	C3747_121g123-t42_1	T. cruzi TCC	PRFC01000121:75,325..79,170(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_121g126	C3747_121g126-t42_1	T. cruzi TCC	PRFC01000121:65,226..69,050(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_121g6	C3747_121g6-t42_1	T. cruzi TCC	PRFC01000121:7,225..8,856(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_124g75	C3747_124g75-t42_1	T. cruzi TCC	PRFC01000124:125,009..126,397(+)	adenylosuccinate lyase	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	4.3.2.2 (Adenylosuccinate lyase)	
C3747_12g167	C3747_12g167-t42_1	T. cruzi TCC	PRFC01000012:527,407..531,249(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C3747_12g170	C3747_12g170-t42_1	T. cruzi TCC	PRFC01000012:537,824..541,666(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_12g313	C3747_12g313-t42_1	T. cruzi TCC	PRFC01000012:606,799..610,557(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C3747_12g319	C3747_12g319-t42_1	T. cruzi TCC	PRFC01000012:594,246..597,782(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_12g424	C3747_12g424-t42_1	T. cruzi TCC	PRFC01000012:356,705..357,589(-)	NAD+ synthase	N/A	ATP binding;NAD+ synthase (glutamine-hydrolyzing) activity	IEA	6.3.1.5 (NAD(+) synthase)	
C3747_135g84	C3747_135g84-t42_1	T. cruzi TCC	PRFC01000135:168,273..171,284(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_135g85	C3747_135g85-t42_1	T. cruzi TCC	PRFC01000135:171,320..171,934(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_137g85	C3747_137g85-t42_1	T. cruzi TCC	PRFC01000137:86,577..88,133(-)	ATP synthase subunit beta, mitochondrial	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	7.1.2.2 (H(+)-transporting two-sector ATPase)	
C3747_13g394	C3747_13g394-t42_1	T. cruzi TCC	PRFC01000013:282,957..284,414(-)	ATP-dependent 6-phosphofructokinase, glycosomal	N/A	6-phosphofructokinase activity	IEA	N/A	
C3747_143g29	C3747_143g29-t42_1	T. cruzi TCC	PRFC01000143:103,301..107,143(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_144g107	C3747_144g107-t42_1	T. cruzi TCC	PRFC01000144:75,774..80,261(-)	serine/threonine protein kinase	N/A	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
C3747_145g113	C3747_145g113-t42_1	T. cruzi TCC	PRFC01000145:19,525..20,469(-)	dihydroorotate dehydrogenase (fumarate)	N/A	dihydroorotate dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors	IEA	N/A	
C3747_145g79	C3747_145g79-t42_1	T. cruzi TCC	PRFC01000145:100,353..101,729(-)	orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase	N/A	catalytic activity;orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity	IEA	N/A	
C3747_14g218	C3747_14g218-t42_1	T. cruzi TCC	PRFC01000014:580,249..581,538(-)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	4.2.1.11 (Phosphopyruvate hydratase)	
C3747_14g27	C3747_14g27-t42_1	T. cruzi TCC	PRFC01000014:115,557..117,014(+)	ATP-dependent 6-phosphofructokinase, glycosomal	N/A	6-phosphofructokinase activity	IEA	2.7.1.11 (6-phosphofructokinase)	
C3747_169g43	C3747_169g43-t42_1	T. cruzi TCC	PRFC01000169:93,949..95,460(+)	3-phosphoglycerate kinase, glycosomal	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
C3747_169g44	C3747_169g44-t42_1	T. cruzi TCC	PRFC01000169:95,889..97,148(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
C3747_175g69	C3747_175g69-t42_1	T. cruzi TCC	PRFC01000175:22,693..26,529(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_175g74	C3747_175g74-t42_1	T. cruzi TCC	PRFC01000175:10,248..14,132(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_187g8	C3747_187g8-t42_1	T. cruzi TCC	PRFC01000187:46,616..47,818(+)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
C3747_18g119	C3747_18g119-t42_1	T. cruzi TCC	PRFC01000018:436,605..438,104(+)	pyruvate kinase 2	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
C3747_18g214	C3747_18g214-t42_1	T. cruzi TCC	PRFC01000018:517,825..518,358(-)	conserved hypothetical protein	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
C3747_18g215	C3747_18g215-t42_1	T. cruzi TCC	PRFC01000018:517,533..518,096(-)	conserved hypothetical protein	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
C3747_191g62	C3747_191g62-t42_1	T. cruzi TCC	PRFC01000191:71,146..72,657(-)	3-phosphoglycerate kinase, glycosomal	N/A	phosphoglycerate kinase activity	IEA	N/A	
C3747_191g63	C3747_191g63-t42_1	T. cruzi TCC	PRFC01000191:69,452..70,711(-)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
C3747_192g78	C3747_192g78-t42_1	T. cruzi TCC	PRFC01000192:46,905..50,747(-)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_198g53	C3747_198g53-t42_1	T. cruzi TCC	PRFC01000198:83,965..88,407(-)	pantothenate kinase subunit	N/A	ATP binding;catalytic activity;pantothenate kinase activity	IEA	2.7.1.33 (Pantothenate kinase)	
C3747_19g125	C3747_19g125-t42_1	T. cruzi TCC	PRFC01000019:270,366..271,538(+)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
C3747_19g16	C3747_19g16-t42_1	T. cruzi TCC	PRFC01000019:26,317..30,162(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
C3747_19g23	C3747_19g23-t42_1	T. cruzi TCC	PRFC01000019:47,643..51,488(+)	receptor-type adenylate cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
C3747_1g414	C3747_1g414-t42_1	T. cruzi TCC	PRFC01000001:1,108,027..1,109,115(+)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
C3747_206g14	C3747_206g14-t42_1	T. cruzi TCC	PRFC01000206:41,875..43,992(+)	ribose-phosphate pyrophosphokinase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
C3747_211g74	C3747_211g74-t42_1	T. cruzi TCC	PRFC01000211:2,631..3,875(-)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	N/A	
C3747_217g80	C3747_217g80-t42_1	T. cruzi TCC	PRFC01000217:69,874..71,271(-)	kynureninase	N/A	kynureninase activity;pyridoxal phosphate binding	IEA	3.7.1.3 (Kynureninase)	
C3747_21g63	C3747_21g63-t42_1	T. cruzi TCC	PRFC01000021:131,015..133,048(+)	acetyl-CoA synthetase	N/A	AMP binding;acetate-CoA ligase activity;catalytic activity	IEA	6.2.1.1 (Acetate--CoA ligase)	
C3747_228g15	C3747_228g15-t42_1	T. cruzi TCC	PRFC01000228:31,922..33,058(+)	pyruvate dehydrogenase E1 component alpha subunit	N/A	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity	IEA	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
C3747_22g118	C3747_22g118-t42_1	T. cruzi TCC	PRFC01000022:457,826..458,551(+)	dephospho-CoA kinase	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
C3747_22g390	C3747_22g390-t42_1	T. cruzi TCC	PRFC01000022:29,122..31,095(-)	GMP synthase	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
C3747_23g101	C3747_23g101-t42_1	T. cruzi TCC	PRFC01000023:360,896..362,371(+)	GMP reductase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
C3747_243g27	C3747_243g27-t42_1	T. cruzi TCC	PRFC01000243:62,074..62,994(+)	ATP synthase F1 subunit gamma protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_24g309	C3747_24g309-t42_1	T. cruzi TCC	PRFC01000024:211,147..212,622(-)	GMP reductase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	N/A	
C3747_26g192	C3747_26g192-t42_1	T. cruzi TCC	PRFC01000026:460,572..462,308(-)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_26g193	C3747_26g193-t42_1	T. cruzi TCC	PRFC01000026:458,480..460,216(-)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_26g194	C3747_26g194-t42_1	T. cruzi TCC	PRFC01000026:456,388..458,124(-)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_26g195	C3747_26g195-t42_1	T. cruzi TCC	PRFC01000026:454,296..456,032(-)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
C3747_282g9	C3747_282g9-t42_1	T. cruzi TCC	PRFC01000282:59,074..60,363(-)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	N/A	
C3747_28g349	C3747_28g349-t42_1	T. cruzi TCC	PRFC01000028:15,704..17,287(-)	PAS-domain containing phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
C3747_2g123	C3747_2g123-t42_1	T. cruzi TCC	PRFC01000002:423,369..424,193(+)	Bifunctional coenzyme A synthase	N/A	ATP binding;dephospho-CoA kinase activity	IEA	2.7.7.3 (Pantetheine-phosphate adenylyltransferase)	
C3747_2g362	C3747_2g362-t42_1	T. cruzi TCC	PRFC01000002:1,089,379..1,090,917(+)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
C3747_2g547	C3747_2g547-t42_1	T. cruzi TCC	PRFC01000002:501,120..502,619(-)	pyruvate kinase 2	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	N/A	
C3747_2g671	C3747_2g671-t42_1	T. cruzi TCC	PRFC01000002:73,403..74,539(-)	pyruvate dehydrogenase E1 component alpha subunit	N/A	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity	IEA	N/A	
C3747_31g120	C3747_31g120-t42_1	T. cruzi TCC	PRFC01000031:458,737..460,113(+)	orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase	N/A	catalytic activity;orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity	IEA	N/A	
C3747_31g125	C3747_31g125-t42_1	T. cruzi TCC	PRFC01000031:469,961..470,905(+)	dihydroorotate dehydrogenase (fumarate)	N/A	dihydroorotate dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors	IEA	N/A	
C3747_31g198	C3747_31g198-t42_1	T. cruzi TCC	PRFC01000031:250,329..252,446(-)	ribose-phosphate pyrophosphokinase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
